authors,author_id,title,year,source_title,volume,issue,cited_by,author_keywords,index_keywords,document_type,article_no
Kovacevic A| Howell B| Tarnok Z| Hazen G| Jagadeesh C| Read M| Horak P| Leto A.,56244640900|55161739600|57204902241|57204903122|55543519800|56237456900|57200649104|57208645178|,Application of “CODeve” methodology in transatlantic student design project,2018,"Proceedings of the 20th International Conference on Engineering and Product Design Education, E and PDE 2018",,,435,Interdisciplinary design| Multidisciplinary design| New product development| Project based learning| Virtual academic enterprise,Conceptual design| Curricula| Engineering education| Product development| Students| Teaching| Video conferencing| Virtual reality| Electrical engineering students| Inter-disciplinary designs| Multi-disciplinary designs| New product development| Project based learning| Student design projects| Teaching methodologies| University of technologies| Product design,Conference Paper,646
Seaman C.H| Wilson J.C| Kipp R.M| Hedengren J.D| Tang H.H| Bentley N.L| Le S.Q| Brower D.V.,56890778700|57207365951|56094587000|9277159100|56890178400|55806548500|56890669600|8533888200|,Development and testing of a friction-based post-installable fiber-optic monitoring system for subsea applications,2018,Proceedings of the International Conference on Offshore Mechanics and Arctic Engineering - OMAE,5,,97,,Adhesives| Arctic engineering| Arctic vehicles| Commercial vehicles| Design| Fiber optics| Fibers| Friction| Marine pollution| Marine risers| NASA| Offshore oil well production| Offshore oil wells| Remotely operated vehicles| Space platforms| Strain measurement| Development and testing| Fiber optic monitoring systems| Instrumentation technologies| Johnson Space Center| Measurement correlations| Operational platforms| Strain sensing systems| Tension and compression| Monitoring,Conference Paper,647
Baird G.M|36082483100|,Fixing the O&M Budget with Asset Management to Create More Capital Debt Capacity for Pipe Projects,2018,"Pipelines 2018: Utility Engineering, Surveying, and Multidisciplinary Topics - Proceedings of Sessions of the Pipelines 2018 Conference",,,,624,Asset management| Budget control| Investments| Learning systems| Life cycle| Pipelines| Repair| Surveys| Water pipelines| Capital budgets| Condition assessments| Infrastructure asset management| Likelihood of failures| Overall costs| Reducing costs| Replacement projects| Water infrastructure| Costs,Conference Paper,,648
Guillou J| Lavadiya D.N| Munro T| Fronk T| Ban H.,57217723923|50262207100|55812232700|6602335448|7006253705|,From lignocellulose to biocomposite: Multi-level modelling and experimental investigation of the thermal properties of kenaf fiber reinforced composites based on constituent materials,2018,Applied Thermal Engineering,128,,154,Eco-composite| Kenaf| Multi-level modelling| Thermal conductivity| Transient-electrothermal technique,Cellulose| Dispensers| Environmental impact| Fiber reinforced materials| Fiber reinforced plastics| Fibers| Hemp| Hybrid materials| Kenaf fibers| Lignin| Natural fibers| Reinforced plastics| Reinforcement| Specific heat| Thermal expansion| Thermodynamic properties| Composite thermal properties| Constituent materials| Eco-composites| Effective thermal conductivity| Experimental investigations| Fiber reinforced composites| Kenaf| Multilevels| Thermal conductivity| Cellulose| Composites| Kenaf| Lignins| Thermal Conductivity,Article,649
Russell C.S| Bhat S.K| Kress J.D| Baxter L.L| Freeman C.J| Jiang Y| Morgan J.C.,56797372300|57190380741|7102402058|7103248108|42261332500|56397285100|56542307500|,Improving full-scale models of new carbon capture technologies with uncertainty quantification,2018,Environmental Division 2018 - Core Programming Area at the 2018 AIChE Annual Meeting,,,779,,Carbon capture| Carbon dioxide| Design of experiments| Gas plants| Combustion power| Constraining models| Full scale simulation| Full-scale modeling| Full-scale models| Pacific northwest national laboratories| Statistical framework| Uncertainty quantifications| Uncertainty analysis,Conference Paper,650
Sahawneh L.R| Wikle J.K| Kaleo Roberts A| Spencer J.C| McLain T.W| Warnick K.F| Beard R.W.,34168247900|57194787481|57203298908|56380927900|7006542177|7003381644|35562442700|,Ground-based sense-and-avoid system for small unmanned aircraft,2018,Journal of Aerospace Information Systems,15,8,767,,Aircraft accidents| Aircraft detection| Collision avoidance| Motion planning| Radar systems| Tracking radar| Unmanned aerial vehicles (UAV)| Collision detection algorithm| Frequency-modulated continuous waves| Geometric relationships| Path-planning algorithm| Phased array radar systems| Random sample consensus| Sense and avoid systems| Small unmanned aircrafts| Radar measurement,Article,651
Baird G.M| Radzinski T.,36082483100|57189026693|,Defining a Sustainable Underground Infrastructure Framework: ISO Asset Management and ISO Life Cycle,2018,"Pipelines 2018: Utility Engineering, Surveying, and Multidisciplinary Topics - Proceedings of Sessions of the Pipelines 2018 Conference",,,427,,Asset management| Cost effectiveness| Costs| Decision making| Groundwater| International trade| Life cycle| Pipelines| Surveys| Sustainable development| International Standards Organization| Life Cycle Assessment (LCA)| Nongovernmental organizations| Sustainability practices| Sustainable infrastructure| Sustainable outcomes| Underground infrastructure| Water infrastructure| ISO Standards,Conference Paper,652
Baird G.M| Radzinski T.,36082483100|57189026693|,How Green Are You? Economic and Environmental Sustainability: Assessing the Global Warming Potential (GMP) of Your Underground Infrastructure,2018,"Pipelines 2018: Utility Engineering, Surveying, and Multidisciplinary Topics - Proceedings of Sessions of the Pipelines 2018 Conference",,,364,,Environmental impact| Global warming| Pipelines| Surveys| Sustainable development| Wastewater treatment| Water conservation| Water treatment| Department of interiors| Environmental sustainability| Global warming potential| Hydrologic conditions| Infrastructure systems| Life Cycle Assessment (LCA)| Sustainability assessment| Underground infrastructure| Life cycle,Conference Paper,653
Rollins K.M| Luna A| Budd R| Besendorfer J| Hatch C| Han J| Gladstone R.,7003663333|57202626673|57202627167|57202627912|57202627263|57202627050|16021781200|,Lateral Resistance of Abutment Piles Near Mechanically Stabilized Earth Walls,2018,Geotechnical Special Publication,2018-March,GSP 297,683,,Linear regression| Loads (forces)| Pile driving| Reinforcement| Retaining walls| Large scale tests| Lateral load tests| Lateral resistance| Maximum tensile force| Mechanically stabilized earth wall| Multiple linear regression equations| Reinforcing elements| Thermal variation| Piles,Conference Paper,654
Baird G.M| Folkman S.,36082483100|7004403207|,Benchmarking your break rates: A review of new findings and trends from north American water main break studies,2018,"Pipelines 2018: Condition Assessment, Construction, and Rehabilitation - Proceedings of Sessions of the Pipelines 2018 Conference",,,57,,Aggregates| Asset management| Decision making| Pipeline corrosion| Pipelines| Slip forming| Surveys| Underground corrosion| Water supply| Asset management plan| Operating characteristics| Replacement projects| Soil corrosivity| Trenchless technologies| Underground pipes| Utah state universities| Water industries| Trenching,Conference Paper,655
Sgobba T| Watts-Englert J| Woods D.D| Patterson E.S| Dittemore G| Bertels C| Poussin H| Rochas L| Vallée T| Bertrand R| Haber J.M.,56631537800|56528475200|56182798800|7201529681|55801905300|55801836400|57201111301|57201111988|14620010300|8674222900|12799657800|,Human factors in mission control centers,2018,Space Safety and Human Performance,,,198,Anomaly Response| Controller Training| Flight Termination System| Hazardous Commands| Launch Safety| Mission Control| Mission Control Responsibilities| Range Safety| Spaceflight Controllers,,Book Chapter,656
Chen Y.-F| Lin C.-S| Wang K.-A| Rahman L.O.A| Lee D.-J| Chung W.-S| Lin H.-H.,57003792300|57194205673|24492691800|57201290781|7406665619|55601054600|8208317300|,Design of a clinical decision support system for fracture prediction using imbalanced dataset,2018,Journal of Healthcare Engineering,2018,,33,,"Artificial intelligence| Bone| Decision support systems| Drug products| Genetic algorithms| Health insurance| Intelligent control| Patient monitoring| Patient treatment| Pulmonary diseases| Statistical tests| Support vector machines| Bone mineral density| Clinical decision support systems| Clinical support systems| Demographic information| Fracture prediction| Imbalanced dataset| Objective functions| Predictive performance| Fracture| corticosteroid| corticosteroid| adult| aged| Article| chronic respiratory tract disease| clinical decision support system| comorbidity| controlled study| data base| demography| follow up| fracture| genetic algorithm| human| major clinical study| middle aged| prediction| sensitivity analysis| statistical analysis| support vector machine| young adult| algorithm| area under the curve| bone density| breathing disorder| complication| drug effect| epidemiology| factual database| female| health insurance| hip fracture| inhalational drug administration| male| osteoporosis| prevalence| prospective study| software| spine fracture| Taiwan| Administration, Inhalation| Adrenal Cortex Hormones| Adult| Aged| Algorithms| Area Under Curve| Bone Density| Comorbidity| Databases, Factual| Decision Support Systems, Clinical| Female| Hip Fractures| Humans| Insurance, Health| Male| Middle Aged| Osteoporosis| Prevalence| Prospective Studies| Respiration Disorders| Software| Spinal Fractures| Support Vector Machine| Taiwan| Young Adult",Article,657
Baird G.M| Sanchez D.G| Tamashasky B.,36082483100|57207980336|57207994872|,Water main criticality scoring and GIS centric risk mitigation: Applying GIS spatial analysis tools and apps for greater insight for high risk underground infrastructure,2018,"Pipelines 2018: Condition Assessment, Construction, and Rehabilitation - Proceedings of Sessions of the Pipelines 2018 Conference",,,808,,Asset management| Budget control| Decision making| Digital storage| Geographic information systems| Investments| Pipelines| Risk analysis| Risk management| Spatial variables measurement| Computerized maintenance management system| Consequence of failures (CoF)| Decision making process| GIS (geographic information system)| International Standards Organization| Management decision-making| Management functionality| Underground infrastructure| Risk assessment,Conference Paper,658
Radebaugh J| Ventra D| Lorenz R.D| Farr T| Kirk R| Hayes A| Malaska M.J| Birch S| Liu Z.Y.-C| Lunine J| Barnes J| Le Gall A| Lopes R| Stofan E| Wall S| Paillou P.,6602512004|35320703200|7402095346|7006106739|7201778289|7201978585|54684688700|57023282300|55598549000|57210198577|7402288130|25958165500|8362122100|6701580763|7203069877|7003915889|,"Alluvial and fluvial fans on Saturn's moon Titan reveal processes, materials and regional geology",2018,Geological Society Special Publication,440,1,866,,,Book Chapter,659
Villalon-Reina J.E| Ching C.R.K| Kothapalli D| Sun D| Nir T| Lin A| Forsyth J.K| Kushan L| Vajdi A| Jalbrzikowski M| Hansen L| Jonas R.K| Van Amelsvoort T| Bakker G| Kates W.R| Antshel K.M| Fremont W| Campbell L.E| McCabe K.L| Daly E| Gudbrandsen M| Murphy C| Murphy D| Craig M| Emanuel B| McDonald-Mcginn D| Ruparel K| Roalf D| Gur R.E| Schmitt J.E| Simon T.J| Goodrich-Hunsaker N.J| Durdle C.A| Doherty J| Cunningham A.C| Van Den Bree M| Linden D.E.J| Owen M| Moss H| Jahanshad N| Bearden C.E| Thompson P.M.,55776361200|37664688000|57205556489|8691490200|55628341300|57201125120|47461179000|25930868900|57194639611|8717447000|57194638369|55832864500|6701774874|55910450300|57207550410|6603383055|9741422500|35236206700|7005089148|57202326782|55979578600|7401764127|7404062227|7103269626|7103321645|7005251917|9745660700|6507586174|7103065698|57203234366|7202910012|9236660300|57195976340|54899597300|57201121062|6701851503|7102905437|36044041500|57202194800|8517650500|6701387944|7403220237|,Alternative diffusion anisotropy measures for the investigation of white matter alterations in 22q11.2 deletion syndrome,2018,Proceedings of SPIE - The International Society for Optical Engineering,10975,,789,22q11.2 deletion syndrome| diffusion anisotropy| Diffusion MRI| dMRI| white matter,Bioinformatics| Brain| Diffusion| Distribution functions| Magnetic resonance imaging| Maps| Tensors| 22q11.2 deletion syndrome| Diffusion anisotropy| Diffusion mris| dMRI| White matter| Anisotropy,Conference Paper,660
Sanders S| Giraud-Carrier C.,57201212051|23060352300|,Informing the use of hyperparameter optimization through metalearning,2017,"Proceedings - IEEE International Conference on Data Mining, ICDM",2017-November,,70,Hyperparameter optimization| Metalearning,Learning algorithms| Learning systems| Best model| Computational costs| Default values| Hyper-parameter optimizations| Hyperparameters| Metalearning| Performance improvements| Systematic analysis| Data mining,Conference Paper,661
Ellingson G| Wingate D| McLain T.,57190402922|36176552000|7006542177|,Deep visual gravity vector detection for unmanned aircraft attitude estimation,2017,IEEE International Conference on Intelligent Robots and Systems,2017-September,,855,,Computer vision| Deep neural networks| Intelligent robots| Kalman filters| Unmanned aerial vehicles (UAV)| Vision| Attitude error| Attitude estimation| Attitude measurement| Flying vehicles| Gravity vectors| Standard deviation| Unmanned aircrafts| Visual odometry| Aircraft detection,Conference Paper,662
Hogge J.W| Giles N.F| Rowley R.L| Knotts T.A| Wilding W.V.,55258864700|7005371369|7006085792|6603410853|55665625900|,New Vapor-Pressure Prediction with Improved Thermodynamic Consistency using the Riedel Equation,2017,Industrial and Engineering Chemistry Research,56,49,366,,Binary mixtures| Forecasting| Hydrostatic pressure| Liquids| Temperature| Thermodynamic properties| Thermodynamics| Vapor pressure| Average absolute deviation| Correlating equations| Design and optimization| Predictive correlation| Temperature dependent| Temperature derivatives| Thermodynamic consistency| Thermodynamic relationships| Specific heat,Article,663
Martin S.R| Peterson C.K.,24335536400|56248593800|,Bias estimation for angle-only sensors in distributed multi-target tracking systems,2017,IEEE International Conference on Intelligent Robots and Systems,2017-September,,224,,Clutter (information theory)| Intelligent robots| Bias estimation| Constant bias| Covariance intersection| Measurements of| Multi target tracking system| Pseudo measurements| Sensor model| Tracking performance| Target tracking,Conference Paper,664
Diao J| Kunzler J.W| Warnick K.F.,48361087900|57196261400|7003381644|,Sidelobe Level and Aperture Efficiency Optimization for Tiled Aperiodic Array Antennas,2017,IEEE Transactions on Antennas and Propagation,65,12,296,Aperiodic arrays| array antennas| peak sidelobe level (PSLL)| rotated tiles,Antenna lobes| Numerical methods| Optimization| Aperiodic arrays| Aperture efficiency| Array antennas| Design technique| Electrically large| Frequency sensitivity| Numerical optimizations| Peak sidelobe level| Antenna arrays,Article,665
Merrell A.J| Christensen W.F| Seeley M.K| Bowden A.E| Fullwood D.T.,40561545600|7006001488|24333330300|7006441571|12142543700|,Nano-Composite Foam Sensor System in Football Helmets,2017,Annals of Biomedical Engineering,45,12,669,Acceleration| Football helmet| Impact detection| Impact energy| Impact velocity| Piezoelectric foam| Self-sensing foam| Severity index,"Acceleration| Accelerometers| Fatigue crack propagation| Nanocomposites| Nanosensors| Safety devices| Sporting goods| Sports| Football helmet| Impact detection| Impact energy| Impact velocities| Self-sensing| Severity index| Foams| nanocomposite| nanocomposite| polyurethan| polyurethan foam| acceleration| Article| comparative study| foam| football| football player| Gadd severity index| injury scale| injury severity| kinematics| piezoelectricity| priority journal| velocity| accelerometry| chemistry| conductometry| device failure analysis| devices| equipment design| evaluation study| helmet| human| nanotechnology| pressure transducer| reproducibility| sensitivity and specificity| sports equipment| Acceleration| Accelerometry| Conductometry| Equipment Design| Equipment Failure Analysis| Football| Head Protective Devices| Humans| Nanocomposites| Nanotechnology| Polyurethanes| Reproducibility of Results| Sensitivity and Specificity| Sports Equipment| Transducers, Pressure",Article,666
Dromey C| Black K.M.,6701752452|57200248178|,Effects of Laryngeal Activity on Articulation,2017,IEEE/ACM Transactions on Audio Speech and Language Processing,25,12,413,Articulatory kinematics| auditory feedback| silent articulation| voicing| whisper,Audition| Speech recognition| Auditory feedback| Hearing disorders| Stroke counts| Vocal tract movements| voicing| whisper| Whispered speech| Kinematics,Article,667
Rosenbrock C.W| Homer E.R| Csányi G| Hart G.L.W.,56148594700|8705255200|6602577617|57207901363|,Discovering the building blocks of atomic systems using machine learning: Application to grain boundaries,2017,npj Computational Materials,3,1,342,,Corrosion resistance| Crystallites| Grain boundaries| Nanocrystalline materials| Approximate function| Boundary systems| Building blockes| Crack resistance| High dimensional spaces| High-dimensional systems| Large datasets| Physical interpretation| Machine learning,Article,668
Wallace J.W| Ahmad W| Yang Y| Mehmood R| Jensen M.A.,7402967162|57196000820|57195995765|55649569259|35597296700|,A Comparison of Indoor MIMO Measurements and Ray-Tracing at 24 and 2.55 GHz,2017,IEEE Transactions on Antennas and Propagation,65,12,773,Multipath channels| multiple-input multiple-output (MIMO) systems| radio propagation,Antennas| Characterization| College buildings| Communication channels (information theory)| Directive antennas| MIMO systems| Multipath propagation| Radio transmission| Radio waves| Receiving antennas| Signal to noise ratio| Wireless telecommunication systems| Antenna measurement| Delays| Directional Antenna| Propagation loss| Wireless communications| Ray tracing,Article,669
Humpherys J| Lyng G| Zumbrun K.,6507412888|57204229694|7004450337|,Multidimensional Stability of Large-Amplitude Navier–Stokes Shocks,2017,Archive for Rational Mechanics and Analysis,226,3,374,,,Article,670
Wham B.P| Dashti S| Franke K| Kayen R| Oettle N.K.,56244956300|26640997500|55315026400|6604032598|25522430900|,Water supply damage caused by the 2016 Kumamoto Earthquake,2017,Lowland Technology International,19,3,624,Kumamoto Earthquake| Kumamoto water supply| Lifeline damage| Pipeline failure rates| Water distribution network,Cast iron| Earthquakes| Electric power systems| Failure analysis| Pipelines| Water supply| Electric power supply| Fundamental mechanisms| Lateral spreading| Lifeline damage| Pipeline failures| Roads and bridges| Transportation system| Water distribution networks| Water distribution systems| distribution system| earthquake damage| earthquake event| earthquake rupture| landslide| pipeline| water supply| Japan| Kumamoto| Kyushu,Article,671
Campbell K.S| Amare N| Kane E| Manning A.D| Naidoo J.S.,7402004420|6602231941|57197730899|7101816438|56810920600|,Plain-Style Preferences of US Professionals,2017,IEEE Transactions on Professional Communication,60,4,789,Conciseness| language use| professional writing| word choice| writing style,Bibliographies| Education| Electronic mail| History| Industrial relations| Instruments| Professional aspects| Conciseness| language use| Pragmatics| Word choices| Writing style| Teaching,Article,672
Aslani P| Sommerfeldt S.D| Blotter J.D.,55764744500|6701746882|6603077820|,Analysis of the external radiation from circular cylindrical shells,2017,Journal of Sound and Vibration,408,,579,Acoustic basis functions| Cut-on phenomena.| Cylindrical shell| Radiation mode shapes,Acoustic radiators| Cylinders (shapes)| Efficiency| Functions| Shells (structures)| Acoustic radiation modes| Basis functions| Circular cylindrical shells| Critical design parameters| Cut-on phenomena| Cylindrical shell| Radiation efficiency| Radiation mode| Radiation,Article,673
Diao J| Warnick K.F.,48361087900|7003381644|,Antenna Loss and Receiving Efficiency for Mutually Coupled Arrays,2017,IEEE Transactions on Antennas and Propagation,65,11,256,Array effective resistance| mutual coupling| phased array antennas| phased array feeds| receiving efficiency| scanned beams,Antenna arrays| Antenna feeders| Antenna radiation| Beamforming| Directional patterns (antenna)| Efficiency| Electric resistance| Radio astronomy| Radio communication| Receiving antennas| Satellite communication systems| Effective resistances| Loaded antennas| Mutual coupling| Phased array antennas| Phased array feeds| scanned beams| Antenna phased arrays,Article,674
Hoagland D| George A.,57217339723|55813139600|,Continuous permeability measurement during unidirectional vacuum infusion processing,2017,Journal of Reinforced Plastics and Composites,36,22,582,liquid composite molding| Permeability| vacuum infusion,Carbon| Compressibility| Interpolation| Mechanical permeability| Molding| Optimization| Reinforcement| Empirical measurement| Fiber volume content| Liquid composite molding| Non-uniform thickness| Permeability measurements| Reinforcement materials| Thickness gradients| Vacuum infusion| Characterization,Article,675
Bustamante D| Janke D| Swindlehurst E| Chiang S.-H.W.,57140193000|57197733358|57003496300|35209941000|,"High-Precision, Mixed-Signal Mismatch Measurement of Metal-Oxide-Metal Capacitors",2017,IEEE Transactions on Circuits and Systems II: Express Briefs,64,11,656,Analog-to-digital converter (ADC)| capacitance measurement| capacitor mismatch| metal-oxide-metal (MoM) capacitor| mismatch characterization,Analog to digital conversion| Capacitance measurement| Frequency converters| Metallic compounds| Operational amplifiers| Analog to digital converters| Capacitor mismatch| Measurement precision| Metal oxides| Mismatch characterization| Multiplexing techniques| Resolution requirements| Sensitivity improvements| Metals,Article,676
Maestre J| Pallares J| Cuesta I| Scott M.A.,57190384916|7005253700|7004060735|9942259800|,A 3D isogeometric BE–FE analysis with dynamic remeshing for the simulation of a deformable particle in shear flows,2017,Computer Methods in Applied Mechanics and Engineering,326,,618,BEM| Deformable capsule| Dynamic refinement| FEM| Isogeometric analysis| T-spline,Boundary element method| Deformation| Drug delivery| Shear flow| Boundary element analysis| Deformable capsule| Deformable particles| Dynamic refinement| Finite-element approach| Isogeometric analysis| Smoothing techniques| T-splines| Finite element method,Article,677
Van Hoe B| Oman K.G| Van Steenberge G| Stan N| Schultz S.M| Peters K.J.,36011148100|56155127800|6506311950|55212512700|57203028829|7402786794|,High-Speed Interrogation of Multiplexed Fiber Bragg Gratings with Spectral Distortion,2017,IEEE Sensors Journal,17,21,431,Bragg gratings| delamination| nondestructive testing| sensor systems| tunable filters,Bragg gratings| Damage detection| Delamination| Nondestructive examination| Fiber Bragg Grating Sensors| High-speed interrogation| Sensor systems| Spectral distortions| Stiffened composite| Temporal resolution| Tunable filters| Wavelength division multiplexed| Fiber Bragg gratings,Conference Paper,678
Ruoti S| Seamons K| Zappala D.,55588035200|6601908155|7003445799|,Layering Security at Global Control Points to Secure Unmodified Software,2017,"Proceedings - 2017 IEEE Cybersecurity Development Conference, SecDev 2017",,,542,Application security| Layered security| Repairing Applications| Secure software development| Security,Access control| Application programs| Cryptography| Security systems| Software design| Application security| End-to-end encryption| Layered security| Legacy software| Secure software development| Security| Security features| Threat mitigation| Network security,Conference Paper,679
Draper S.R.E| Lawrence P.B| Billings W.M| Xiao Q| Brown N.P| Bécar N.A| Matheson D.J| Stephens A.R| Price J.L.,57196086981|55981276700|57190261034|57196097542|57196096093|57196088013|57196086109|57190252027|55456759700|,Polyethylene Glycol Based Changes to β-Sheet Protein Conformational and Proteolytic Stability Depend on Conjugation Strategy and Location,2017,Bioconjugate Chemistry,28,10,845,,"macrogol| macrogol derivative| protein| amino acid sequence| Article| beta sheet| circular dichroism| conjugation| enzyme active site| protein binding| protein conformation| protein degradation| reduction (chemistry)| beta sheet| chemistry| metabolism| molecular model| protein degradation| protein stability| Amino Acid Sequence| Models, Molecular| Polyethylene Glycols| Protein Conformation, beta-Strand| Protein Stability| Proteins| Proteolysis",Article,680
Peterson C.K|56248593800|,Dynamic grouping of cooperating vehicles using a receding horizon controller for ground target search and track missions,2017,"1st Annual IEEE Conference on Control Technology and Applications, CCTA 2017",2017-January,,4,664,Cost reduction| Computational costs| Computational expense| Cooperating vehicles| Dynamic grouping| Mission objectives| Operational environments| Receding horizon control| Receding horizon controllers| Unmanned vehicles,Conference Paper,,681
Chetty V| Woodbury N| Brewer J| Lee K| Warnick S.,55130094700|56315330500|57202280527|57202283319|16178649400|,Applying a passive network reconstruction technique to Twitter data in order to identify trend setters,2017,"1st Annual IEEE Conference on Control Technology and Applications, CCTA 2017",2017-January,,255,,Passive networks| Causal influences| Causal relationships| Network reconstruction| Single users| Systems theoretic approach| Twitter datum| Social networking (online),Conference Paper,682
Hollenbeck M| Wamick K| Cathey C| Opra J| Smith R.,57198318094|35195145200|57196275913|57196277369|57211422454|,Selective Laser Melting aluminum waveguide attenuation at K-band,2017,IEEE MTT-S International Microwave Symposium Digest,,,321,3D printing| Additive manufacturing| Insertion loss| Selective Laser Melting| Surface roughness| Waveguide attenuation,Aluminum| Insertion losses| Manufacture| Melting| Surface roughness| Waveguide attenuators| Waveguides| 3-D printing| Attenuation performance| Complex structure| High mechanical strength| Industry standards| Manufacturing methods| Selective laser melting| Waveguide structure| 3D printers,Conference Paper,683
Childs B.R| Weidman J.E| Farnsworth C.B| Christofferson J.P.,57192941583|55171433700|23569552400|6603945025|,Use of Personality Profile Assessments in the U.S. Commercial Construction Industry,2017,International Journal of Construction Education and Research,13,4,553,employee turnover| human resources| Personality profile assessment,,Article,684
Weidman J| Coombs D| Bulloch R.,55171433700|55249877500|57200860487|,Simulations in Construction and Engineering Management Education to Explore Professional Challenges,2017,Journal of Professional Issues in Engineering Education and Practice,143,4,49,,Philosophical aspects| Professional aspects| Project management| Construction Management Courses| Engineering management education| Ethical issues| Experiential learning| Management course| Multiple-case study| Thematic analysis| Undergraduate projects| Students,Article,685
Taysom B.S| Sorensen C.D| Hedengren J.D.,57190228554|7102879142|9277159100|,A comparison of model predictive control and PID temperature control in friction stir welding,2017,Journal of Manufacturing Processes,29,,630,Friction stir processing| Friction stir welding| Heat source method| Model predictive control| PID| Temperature control| Temperature models,Disturbance rejection| Electric control equipment| Friction| Friction stir welding| Heat conduction| Model predictive control| Predictive control systems| Proportional control systems| Research laboratories| Temperature control| Three term control systems| Tribology| Welding| Welds| Comparison of models| First-order plus dead-time models| Friction stir processing| Friction stir welding(FSW)| Heat source modeling| Heat sources| Quasi steady state conditions| Temperature models| Controllers,Article,686
Chang D.K| Saito M| Schultz G.G| Eggett D.L.,57191256797|55727966500|8244752200|6602572190|,Use of Hi-resolution data for evaluating accuracy of traffic volume counts collected by microwave sensors,2017,Journal of Traffic and Transportation Engineering (English Edition),4,5,523,Accuracy| Microwave| Mixed model analysis of variance| Performance| Signal| Traffic volume,,Article,687
Bodily R| Verbert K.,56703308500|13605498800|,Review of research on student-facing learning analytics dashboards and educational recommender systems,2017,IEEE Transactions on Learning Technologies,10,4,212,Adaptive and intelligent educational systems| Data and knowledge visualization| Data mining| Homework support systems| Literature review| Self-assessment technologies,Bibliographies| Computer science| Data mining| Data visualization| Database systems| Education| Facings| Flow visualization| Product design| Recommender systems| Visualization| Conferences| Data and knowledge visualizations| Intelligent educational systems| Literature reviews| Self assessment| Support systems| Students,Article,688
Allen J.D| Mattson C.A| Thacker K.S| Ferguson S.M.,56353116200|7004300863|56716068400|57203230997|,Design for excess capability to handle uncertain product requirements in a developing world setting,2017,Research in Engineering Design,28,4,748,Adaptability| Developing world| Evolvability| Excess| Improved cookstove| Reconfigurability| Reconfigure| System design,Aircraft carriers| Aircraft communication| Developing countries| Sensitivity analysis| Systems analysis| Uncertainty analysis| Adaptability| Developing world| Evolvability| Excess| Improved cookstove| Reconfigurability| Reconfigure| Product design,Article,689
Brusati M| Camplani A| Cannon M| Chen H| Citterio M| Lazzaroni M| Takai H| Wirthlin M.,57191031931|37098602100|56957771800|56424241200|6701695863|7006631262|56404157200|7003292762|,Mitigated FPGA design of multi-gigabit transceivers for application in high radiation environments of High Energy Physics experiments,2017,Measurement: Journal of the International Measurement Confederation,108,,862,FPGA| High Energy Physics| Instrumentation| Measurement| Reliability| Scrubbing,Computer control systems| Data acquisition| Fault tolerance| Fault tolerant computer systems| Field programmable gate arrays (FPGA)| Integrated circuit design| Liquefied gases| Logic devices| Measurement| Radiation hardening| Reliability| Transceivers| Electromagnetic calorimeter| High energy physics experiments| High energy physics experiments (HEP)| High radiation environment| Instrumentation| Reliability requirements| Scrubbing| Triple modular redundancies (TMR)| High energy physics,Article,690
Comer D.J|7005836251|,An ultra-high Q inductorless narrowband filter based on the voltage divider phase shift method,2017,Midwest Symposium on Circuits and Systems,2017-August,,,850,Bandpass filters| Circuit elements| Narrow band filter| Phase-shift method| Spectral purity| Standing problems| Tunable oscillator| Typical values| Very low frequency| Voltage dividers,Conference Paper,,691
Sorensen S.T| Hopman A| Petersen M| Basko R| Ochsner S.,57195596864|57195596391|57195598039|57195595627|57195600276|,SAE Aero Design East: BYU-Idaho Aero Team 326 - Final Report Document,2017,SAE Technical Papers,Part F130115,September,268,,Aircraft| Brakes| Manufacture| Wood| Aeronautical design| All-electric aircraft| Carbon fiber reinforced| Engineering challenges| Interior space| Manufacturability| Manufacturing skills| Total distances| Fixed wings,Conference Paper,692
Gong H| Bickham B.P| Woolley A.T| Nordin G.P.,57031187500|57195427378|7006111578|7005636820|,Custom 3D printer and resin for 18 μm × 20 μm microfluidic flow channels,2017,Lab on a Chip,17,17,161,,"avobenzone| coumarin| photoinitiator| politef| quercetin| resin| rosin| serpentine| sudan I| sulfide| Article| channel gating| fluorescent lighting| height| illumination| layer thickness| mathematical model| microfluidics| nanofabrication| physical parameters| polymerization| priority journal| radiation absorption| scanning electron microscopy| solubility| three dimensional printing| ultraviolet spectrophotometry| Young modulus| devices| equipment design| lab on a chip| three dimensional printing| Equipment Design| Lab-On-A-Chip Devices| Printing, Three-Dimensional",Article,693
